"estimator","time","coef","se"
"TWFE",-2,1.60948686217564,0.8993389676061
"TWFE",-1,0,0
"TWFE",0,-1.12720883965542,0.672750158544753
"TWFE",1,-0.348361743796672,0.736905259077637
"TWFE",2,-0.748556567924238,0.899808843901022
"TWFE",3,-1.60882501310853,1.06555429750935
"TWFE",4,-2.33250513728083,1.15589938109441
"CS-NT",-2,1.6817545534087,0.9845285506385
"CS-NT",-1,0,NA
"CS-NT",0,-1.33875258337049,0.722178115531131
"CS-NT",1,-0.543225217923431,0.786859330253439
"CS-NT",2,-0.900780944444587,0.946095605773702
"CS-NT",3,-1.83927994744047,1.1245139238311
"CS-NT",4,-2.43479719337295,1.17700453427299
"Gardner",-2,0.622658475278472,0.336112402699029
"Gardner",0,-2.0608387728871,0.941993519599501
"Gardner",1,-1.3251076497038,0.879600956597926
"Gardner",2,-1.66889672381408,1.09885864591128
"Gardner",3,-2.60283848789097,1.34342451157149
"Gardner",4,-3.29051418357855,1.41632708667644
